STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,POLLUTANT,,MEASURE,,UNIT_MEASURE,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,PRICE_BASE,,BASE_PER,,DECIMALS,,CONVERSION_TYPE,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,TUR,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,6.434767,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GBR,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.954677,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,USA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,18.5727,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,EU27_2020,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,7.507871,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECD,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,10.69744,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECDA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,13.86399,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECDSO,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,11.60858,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECDE,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,7.203987,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,DZA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.281784,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ARG,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,7.697249,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,AZE,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,7.256195,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BLR,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,9.631652,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BTN,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.790353,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BRA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.865453,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BRN,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,29.67097,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BGR,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,8.555132,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CIV,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,2.695429,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,HRV,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,6.276711,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CUB,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.466265,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CYP,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,6.261792,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,EGY,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,3.429381,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GEO,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.296077,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GHA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.446825,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GTM,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.847079,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GNB,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,0.7657315,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GUY,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,10.29586,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,VAT,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,31.39618,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,IDN,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,3.839404,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,KAZ,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,17.19394,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,KEN,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.222736,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,LBN,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,3.571952,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,LIE,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.195264,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MDV,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.502358,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MLT,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.278131,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MUS,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.624897,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MDA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.260492,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MCO,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.671067,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MAR,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,2.655225,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NAM,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,4.355369,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NPL,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.959157,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NGA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,1.472081,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ROU,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.721738,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,RUS,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,13.91034,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,RWA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,0.9296069,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,SRB,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,9.226242,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,SGP,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,10.36283,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,SLB,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,0.7385193,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ZAF,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,7.626128,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,THA,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.356871,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,UKR,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.826824,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,URY,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,11.06299,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,UZB,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.999439,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,VEN,,A,,GHG,,_T,,KG_CO2E_PS,,2022,,5.68212,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,AUS,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,22.44748,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,AUT,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,8.984918,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BEL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,10.26945,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CAN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,20.0309,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CHL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,5.672374,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,COL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,3.619326,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CRI,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,3.200677,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CZE,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,11.98083,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,DNK,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,8.580415,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,EST,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,15.09539,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,FIN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,10.1648,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,FRA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.790996,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,DEU,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,10.22998,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GRC,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,8.667607,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,HUN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.668178,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ISL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,14.01085,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,IRL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,12.64129,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ISR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,9.441315,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ITA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,7.105342,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,JPN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,9.639091,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,KOR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,15.17932,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,LVA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,5.843408,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,LTU,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.951449,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,LUX,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,17.40738,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MEX,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.075221,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NLD,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,10.73006,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NZL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,16.9124,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NOR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,9.944004,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,POL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,10.67059,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,PRT,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.491846,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,SVK,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,7.707138,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,SVN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,8.531396,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ESP,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.955995,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,SWE,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,5.05477,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CHE,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,5.508288,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,TUR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.275307,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GBR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.976843,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,USA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,20.15406,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,EU27_2020,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,8.389686,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECD,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,11.657,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECDA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,15.01576,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECDSO,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,12.59639,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,OECDE,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,8.002245,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,DZA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,5.262534,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ARG,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,7.699173,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BLR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,9.746824,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BRA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,5.63276,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BRN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,25.09908,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,BGR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,7.861728,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CIV,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,1.710556,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,HRV,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.123429,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CUB,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.803382,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,CYP,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.939748,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,EGY,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,3.463126,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GEO,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.652597,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GHA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,1.312229,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GTM,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,1.868301,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GNB,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,0.6934381,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,GUY,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.167833,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,VAT,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,29.40696,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,IDN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,3.378282,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,KAZ,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,21.34503,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,KEN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,1.223337,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,LIE,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.732372,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MYS,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,9.79379,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MDV,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.197021,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MLT,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.165486,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MUS,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.478291,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MDA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.406259,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MCO,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,2.261659,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,MAR,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,2.586243,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NAM,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.198732,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NPL,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,1.761065,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,NGA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,1.512795,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,PAN,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,4.362435,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,PER,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,3.189103,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,ROU,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,6.048876,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,RUS,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,14.07665,,A,,3,,,,,,2,,,
DATAFLOW,OECD.ENV.EPI:DSD_AIR_GHG@DF_AIR_GHG(1.0),,I,RWA,,A,,GHG,,_T,,KG_CO2E_PS,,2018,,0.7978748,,A,,3,,,,,,2,,,
